Latitude,Longitude,Slide_Name,State,Material Involved,Movement Type,Initiation_Year,History_date
9.90641,76.940571,Mulakuvalli,Kerala,Debris,Flow,0,
9.906852,77.216739,Rajappara,Kerala,Debris,Slide,0,
9.90698,76.965454,Karimban Kaanam III,Kerala,Debris,Flow,0,
9.907523,77.054454,Chempakapara III,Kerala,Soil,Slide,0,
9.907864,76.942367,Kokurakulam,Kerala,Debris,Slide,0,
9.907864,76.942367,Kokurakulam,Kerala,Debris,Slide,0,
9.908188,76.976757,Periyar Valley XI,Kerala,Debris,Slide,0,
9.908326,76.976366,Periyar Valley X,Kerala,Debris,Slide,0,
9.908482,76.965126,Churuli,Kerala,Debris,Slide,0,
9.908645,76.974326,Periyar Valley Bridge III,Kerala,Debris,Slide,0,
9.909008,76.974146,Periyar Valley Bridge II,Kerala,Debris,Slide,0,
9.909309,76.947298,Mulakuvalli,Kerala,Debris,Slide,0,
9.909309,76.947298,Mulakuvalli,Kerala,Debris,Slide,0,
9.909522,76.963546,Churuli II,Kerala,Debris,Slide,0,
9.909755,76.980742,Antopuram II,Kerala,Debris,Flow,0,
9.909894,76.93379,Kokurakulam,Kerala,Debris,Flow,0,
9.909894,76.93379,Kokurakulam,Kerala,Debris,Flow,0,
9.910149,76.930227,Kokurakulam,Kerala,Debris,Flow,0,
9.910149,76.930227,Kokurakulam,Kerala,Debris,Flow,0,
9.910368,76.948599,Mulakuvalli,Kerala,Debris,Slide,0,
9.910368,76.948599,Mulakuvalli,Kerala,Debris,Slide,0,
9.911005,76.969627,Chelachuvadu IV,Kerala,Debris,Slide,0,
9.911038,76.970174,Chelachuvadu V,Kerala,Soil,Slide,0,
9.911125,76.931874,Kokurakulam,Kerala,Debris,Flow,0,
9.911125,76.931874,Kokurakulam,Kerala,Debris,Flow,0,
9.911372,76.977953,Antopuram,Kerala,Debris,Slide,0,
9.912153,76.958793,Churuli III,Kerala,Debris,Flow,0,
9.912176,77.176511,Chappath,Kerala,Debris,Slide,0,
9.9123,76.9547,Churuli,Kerala,Debris,Avalanche,2007,
9.91231,76.95475,Churuli Landslide,Kerala,Debris,Flow,0,
9.912635,77.113277,Thinkalkadu II,Kerala,Debris,Flow,0,
9.912778,76.925793,Kokurakulam,Kerala,Debris,Slide,0,
9.912778,76.925793,Kokurakulam,Kerala,Debris,Slide,0,
9.913103,77.039136,Chempakapara,Kerala,Debris,Flow,0,
9.913112,76.925932,Kokurakulam,Kerala,Debris,Slide,0,
9.913112,76.925932,Kokurakulam,Kerala,Debris,Slide,0,
9.913123,77.216946,Rajappara,Kerala,Debris,Slide,0,
9.913159,76.958298,Churuli IV,Kerala,Debris,Flow,0,
9.913188,77.115833,Thinkalkadu I,Kerala,Debris,Flow,0,
9.913324,76.964216,Chelachuvadu III,Kerala,Soil,Slide,0,
9.913768,77.109847,Thinkalkadu VIII,Kerala,Debris,Slide,0,
9.914051,77.115246,Vattakannippara -III,Kerala,Debris,Slide,0,
9.914315,77.110644,Thinkalkadu IV,Kerala,Debris,Flow,0,
9.914315,77.110644,Thinkalkadu V,Kerala,Debris,Flow,0,
9.914739,77.109325,Thinkalkadu VII,Kerala,Debris,Flow,0,
9.91488,77.10647,Thinkalkadu III,Kerala,Debris,Slide,0,
9.914919,77.106482,Thinkalkadu IX,Kerala,Debris,Slide,0,
9.914976,76.963041,Chelachuvadu,Kerala,Debris,Slide,0,
9.915106,76.958369,Churuli,Kerala,Debris,Slide,0,
9.915236,76.963416,Chelachuvadu II,Kerala,Debris,Slide,0,
9.91551,76.948985,Alpara V,Kerala,Debris,Flow,0,
9.916531,76.957236,Churuli,Kerala,Debris,Slide,0,
9.916541,77.114532,Vattakannippara -II,Kerala,Debris,Slide,0,
9.916688,76.918714,Kokurakulam,Kerala,Debris,Flow,0,
9.916688,76.918714,Kokurakulam,Kerala,Debris,Flow,0,
9.918204,77.166852,Karakunnu,Kerala,Debris,Slide,0,
9.918976,77.021632,Senapathy,Kerala,Debris,Slide,0,
9.919152,76.955371,Churuli Junction,Kerala,Debris,Slide,0,
9.91931,76.956101,Churuli IX,Kerala,Debris,Slide,0,
9.920033,76.95461,Churuli V,Kerala,Debris,Slide,0,
9.920187,76.951511,Churuli VI,Kerala,Soil,Slide,0,
9.920498,76.949252,Alpara IV,Kerala,Debris,Flow,0,
9.9208,76.9813,Rajapuram,Kerala,Debris,Slide,2007,
9.92086,76.98139,Rajpuram Landslide,Kerala,Debris,Slide,2007,
9.9211,76.9861,Chelachuvadu Cutting,Kerala,Debris,Avalanche,2007,
9.92114,76.96811,Chelachuvadu,Kerala,Debris,Flow,0,
9.921815,76.951284,Churuli VIII,Kerala,Soil,Slide,0,
9.92214,77.14932,Chemmannar -II,Kerala,Debris,Flow,0,
9.922275,76.982294,Rajapuram III,Kerala,Soil,Slide,0,
9.922648,76.916651,Kokurakulam,Kerala,Debris,Slide,0,
9.922648,76.916651,Kokurakulam,Kerala,Debris,Slide,0,
9.923021,76.950735,Churuli VII,Kerala,Debris,Flow,0,
9.923082,77.159007,Chemmnnar- I,Kerala,Debris,Slide,0,
9.923119,76.981761,Rajapuram II,Kerala,Debris,Slide,0,
9.923232,77.148288,Chemmannar -III,Kerala,Debris,Slide,0,
9.923593,76.982603,Rajapuram,Kerala,Debris,Flow,0,
9.925144,76.941602,Alpara III,Kerala,Debris,Slide,0,
9.925294,76.976025,Periyar Valley III,Kerala,Debris,Flow,0,
9.925442,76.975519,Periyar Valley IV,Kerala,Debris,Flow,0,
9.925703,76.975075,Periyar Valley V,Kerala,Debris,Slide,0,
9.925901,76.954399,Edakkad VI,Kerala,Debris,Flow,0,
9.926536,77.126202,Mavara City - III,Kerala,Debris,Flow,0,
9.926579,77.117961,Vattakannippara -I,Kerala,Debris,Slide,0,
9.92677,76.954112,Edakkad IV,Kerala,Debris,Flow,0,
9.926836,77.123159,Mavara City - II,Kerala,Debris,Flow,0,
9.927042,76.953977,Edakkad V,Kerala,Debris,Flow,0,
9.927923,77.135537,Pallikunnu,Kerala,Debris,Slide,0,
9.928277,76.939113,Alpara II,Kerala,Debris,Flow,0,
9.928599,77.121639,Mavara City -I,Kerala,Debris,Flow,0,
9.928786,76.938506,Alpara,Kerala,Debris,Slide,0,
9.929028,76.966972,Periyar Valley,Kerala,Debris,Flow,0,
9.929417,77.123704,Arattupara,Kerala,Debris,Slide,0,
9.929568,77.152422,Chemmannar,Kerala,Debris,Flow,0,
9.930246,76.953367,Edakkad III,Kerala,Debris,Slide,0,
9.931077,76.937972,Alpara Temple Road,Kerala,Debris,Slide,0,
9.932653,76.982092,Pallikkudam City,Kerala,Debris,Slide,0,
9.932914,76.9438,Churulipathal,Kerala,Debris,Flow,0,
9.933582,77.111196,St. Sebastian Sleeba Church,Kerala,Debris,Slide,0,
9.933787,76.950753,Edakkad II,Kerala,Debris,Flow,0,
9.9344,76.9811,Periyar valley,Kerala,Debris,Avalanche,2007,
9.934419,76.971294,Periyar Valley Chappath,Kerala,Debris,Flow,0,
9.93442,76.98117,Periyar valley,Kerala,Rock,Slide,0,
9.9352,76.9791,Kudikayathil,Kerala,Debris,Avalanche,2007,
9.93528,76.97919,Kudikayathil,Kerala,Debris,Slide,2007,
9.935336,76.980959,Periyar Valley VI,Kerala,Debris,Flow,0,
9.935454,76.97476,Periyar Valley IX,Kerala,Soil,Slide,0,
9.935634,76.974861,Periyar Valley VIII,Kerala,Debris,Flow,0,
9.936413,76.979233,Periyar Valley VII,Kerala,Debris,Flow,0,
9.937473,77.218058,Shanthanpara,Kerala,Debris,Slide,0,
9.937797,76.962022,Keerithode,Kerala,Debris,Subsidence,0,
9.9378,76.964606,Keerithode Junction,Kerala,Debris,Slide,0,
9.937847,76.973592,Periyar Valley Chappath II,Kerala,Debris,Slide,0,
9.93918,77.106391,Panniyarkuthu,Kerala,Debris,Flow,0,
9.939357,77.10125,Mammattikkanam,Kerala,Debris,Flow,0,
9.939576,77.103831,Mammattikkanam,Kerala,Debris,Slide,0,
9.939981,76.973256,Keerithode,Kerala,Debris,Slide,0,
9.940399,76.93293,Churulipathal I,Kerala,Debris,Slide,0,
9.942178,76.95499,Keerithode,Kerala,Debris,Flow,0,
9.942424,76.942242,Edakkad,Kerala,Debris,Flow,0,
9.947447,76.949208,Thallakkanam,Kerala,Debris,Subsidence,0,
9.947797,76.950003,Thallakkanam,Kerala,Debris,Flow,0,
9.947933,76.950583,Thallakkanam II,Kerala,Debris,Flow,0,
9.949067,77.13799,Mangathotti,Kerala,Debris,Slide,0,
9.949088,77.169845,Ambalappadi,Kerala,Soil,Subsidence,0,
9.949778,76.917913,Mazhuvady II,Kerala,Debris,Slide,0,
9.949889,76.91754,Mazhuvady III,Kerala,Debris,Flow,0,
9.949909,77.133528,Kanthipara,Kerala,Debris,Flow,0,
9.950146,76.919921,Mazhuvady,Kerala,Debris,Flow,0,
9.9509,77.0795,Kallimali,Kerala,Debris,Flow,0,
9.952,77.0521,Konnathadi,Kerala,Debris,Avalanche,2007,
9.95203,77.02511,Konnathadi,Kerala,Debris,Slide,2007,
9.953476,76.942736,Punnayar IV,Kerala,Debris,Flow,0,
9.953572,76.941889,Punnayar V,Kerala,Debris,Flow,0,
9.953967,76.974239,Pambla V,Kerala,Debris,Flow,0,
9.954503,76.973072,Pambla IV,Kerala,Debris,Slide,0,
9.954856,76.938605,Punnayar III,Kerala,Debris,Flow,0,
9.954884,77.078382,Kallimali View point,Kerala,Debris,Slide,0,
9.955435,76.908846,Vandanmedukavala,Kerala,Debris,Flow,0,
9.95547,77.148699,Rajakumari bridge,Kerala,Debris,Slide,0,
9.955556,76.936375,Punnayar,Kerala,Debris,Flow,0,
9.955812,76.982186,Panamkutty,Kerala,Debris,Slide,0,
9.956065,76.936058,Punnayar II,Kerala,Debris,Flow,0,
9.9563,76.980757,Panamkutty KSEB valve house,Kerala,Debris,Slide,0,
9.956363,76.98074,Panamkutty KSEB valve office,Kerala,Debris,Slide,0,
9.956879,77.120527,Kanakapuzha,Kerala,Debris,Slide,0,
9.956893,76.927282,Vakachuvadu,Kerala,Debris,Flow,0,
9.957552,77.078162,Panniyarkutty,Kerala,Debris,Slide,0,
9.957787,77.132604,Kanakappuzha,Kerala,Debris,Slide,0,
9.957836,77.120715,Kanakapuzha,Kerala,Debris,Flow,0,
9.958153,77.07605,Panniyarkutty,Kerala,Debris,Slide,0,
9.958791,77.125526,Kanakappuzha,Kerala,Debris,Slide,0,
9.95888,77.129958,Kanakappuzha,Kerala,Debris,Flow,0,
9.959079,77.129877,Kanakappuzha,Kerala,Debris,Slide,0,
9.959758,76.908442,Vandanmedukavala,Kerala,Debris,Flow,0,
9.960342,76.91057,Mazhuvadi,Kerala,Debris,Flow,0,
9.960538,76.877735,Thekkanthoni,Kerala,Debris,Flow,0,
9.964256,77.068385,Kulatharakkuzhi,Kerala,Debris,Slide,0,
9.964275,76.947147,Pambla III,Kerala,Debris,Slide,0,
9.964335,77.05862,Ponmudi,Kerala,Debris,Slide,0,
9.96618,76.906191,Pazhayarikandam,Kerala,Debris,Slide,0,
9.966436,77.063839,Kulatharakkuzhi,Kerala,Debris,Slide,0,
9.966702,77.157571,Rajakumari,Kerala,Soil,Slide,0,
9.966883,76.984058,South Kathipara,Kerala,Debris,Slide,0,
9.96775,77.02686,Kakka city landslide,Kerala,Debris,Slide,2011,
9.968324,77.062493,Kulatharakkuzhi,Kerala,Debris,Slide,0,
9.969144,76.8991,Thattekallu III,Kerala,Debris,Slide,0,
9.969343,76.983945,South Kathipara,Kerala,Debris,Slide,0,
9.970397,77.159209,Pallipadi,Kerala,Debris,Flow,0,
9.970695,76.858999,Blathykavala,Kerala,Debris,Slide,0,
9.970847,76.894622,Thattekallu II,Kerala,Debris,Flow,0,
9.971439,76.894081,Thattekallu I,Kerala,Debris,Slide,0,
9.972692,76.936361,Pambla II,Kerala,Debris,Flow,0,
9.973051,76.856386,Blathykavala,Kerala,Debris,Flow,0,
9.973333,76.856105,Blathykavala,Kerala,Debris,Flow,0,
9.9737,76.9992,Kallarkutty II,Kerala,Soil,Subsidence,0,
9.973705,76.85898,Balannaadu,Kerala,Debris,Slide,0,
9.974,76.9968,Kallarkutty,Kerala,Debris,Slide,0,
9.974056,76.829891,Mundanmudi,Kerala,Debris,Subsidence,0,
9.975343,76.996319,Ozhukkacity,Kerala,Soil,Slide,0,
9.975411,76.838334,Kallippara,Kerala,Debris,Slide,0,
9.975805,77.021799,Vellathooval,Kerala,Debris,Slide,0,
9.975963,76.838301,Kallippara II,Kerala,Debris,Slide,0,
9.976442,76.927433,Pambla,Kerala,Debris,Flow,0,
9.977168,76.998054,Ozhukkacity,Kerala,Debris,Slide,0,
9.979038,76.842868,Kallippara III,Kerala,Debris,Flow,0,
9.979038,76.842868,Mundanmudi,Kerala,Debris,Slide,0,
9.979167,76.986111,South Kathipara,Kerala,Debris,Slide,0,
9.979444,76.986111,South Kathipara,Kerala,Debris,Slide,0,
9.979597,76.999947,Kallarkutty,Kerala,Debris,Flow,0,
9.979716,77.034088,Pipeline,Kerala,Debris,Slide,0,
9.97984,77.00014,Kallarkutty,Kerala,Debris,Slide,0,
9.980202,77.000142,Kallarkutty,Kerala,Debris,Flow,0,
9.981009,76.993645,Kathipara,Kerala,Soil,Slide,0,
9.981403,76.998763,Kallarkutty,Kerala,Debris,Slide,0,
9.981446,77.131882,Kumbhappara -II,Kerala,Debris,Slide,0,
9.981525,77.133652,Kumbhappara -I,Kerala,Debris,Flow,0,
9.981667,76.988333,1000 acre,Kerala,Debris,Slide,0,
9.98176,77.132331,Kumbhappara -III,Kerala,Debris,Slide,0,
9.981944,76.988889,1000 acre,Kerala,Debris,Slide,0,
9.981957,77.166132,Manjakkuzhi,Kerala,Debris,Slide,0,
9.982213,76.99182,Kathipara,Kerala,Debris,Slide,0,
9.982223,76.853757,Ayyappanpara II,Kerala,Debris,Slide,0,
9.982321,76.854122,Ayyappanpara III,Kerala,Debris,Slide,0,
9.982731,76.917017,Kudakkallu III,Kerala,Debris,Flow,0,
9.98285,76.851544,Ayyappanpara,Kerala,Debris,Slide,0,
9.982914,77.032886,Sharonpuram,Kerala,Debris,Slide,0,
9.983004,76.846657,Balannaadu II,Kerala,Debris,Flow,0,
9.983378,76.836163,,Kerala,Debris,Subsidence,0,
9.983651,76.835881,Mundanmudi,Kerala,Debris,Slide,0,
9.983732,77.005334,Near SH Convent Kallarkutty,Kerala,Debris,Slide,0,
9.983784,76.998194,Naikkunnu Kavala,Kerala,Soil,Slide,0,
9.983798,77.172235,Mullamthandu,Kerala,Debris,Slide,0,
9.984167,77.045,Varayattumudy,Kerala,Debris,Flow,0,
9.984242,76.874223,Pattekkudi IV,Kerala,Debris,Slide,0,
9.984595,76.984941,1000 acre,Kerala,Debris,Flow,0,
9.984653,76.912044,Kudakkallu II,Kerala,Debris,Flow,0,
9.984816,77.047131,Varayattumudy,Kerala,Debris,Flow,0,
9.984906,76.911161,Kudakkallu,Kerala,Debris,Flow,0,
9.984948,76.845008,Balannaadu III,Kerala,Debris,Slide,0,
9.985087,76.99036,Kathipara,Kerala,Debris,Slide,0,
9.985439,76.910708,Thattekanni VIII,Kerala,Debris,Slide,0,
9.985506,76.989806,Kathipara,Kerala,Soil,Slide,0,
9.985556,76.865278,Mottamudi,Kerala,Debris,Slide,0,
9.985976,77.007938,Thottapura,Kerala,Debris,Slide,0,
9.986016,77.007309,Thottapura,Kerala,Debris,Slide,0,
9.986435,76.868536,Pattekkudi,Kerala,Debris,Slide,0,
9.98667,77.172555,Vathukappu-I,Kerala,Debris,Flow,0,
9.986824,76.868383,Pattekkudi II,Kerala,Debris,Slide,0,
9.986887,77.172548,Mullamthandu,Kerala,Debris,Flow,0,
9.986956,76.908022,Thattekanni VII,Kerala,Debris,Flow,0,
9.987717,76.84766,Vellallu III,Kerala,Debris,Flow,0,
9.987957,77.041953,Elkunnu,Kerala,Debris,Slide,0,
9.988458,76.844527,Vellallu II,Kerala,Debris,Flow,0,
9.988547,76.905247,Thattekanni VI,Kerala,Debris,Flow,0,
9.989086,76.871241,Pattekkudi III,Kerala,Debris,Slide,0,
9.98918,76.852793,Pulikkathotti,Kerala,Debris,Slide,0,
9.989474,77.024464,Poothalanirappu,Kerala,Debris,Flow,0,
9.990063,77.178833,Vathukappu-II,Kerala,Debris,Flow,0,
9.990173,76.838353,Vallallu,Kerala,Debris,Subsidence,0,
9.990991,76.99481,Naikkunnu,Kerala,Soil,Slide,0,
9.991094,77.105694,Kurangupara,Kerala,Debris,Slide,0,
9.991094,77.105694,Kurangupara,Kerala,Debris,Slide,0,
9.991283,77.174729,Vathukappu - III,Kerala,Debris,Flow,0,
9.991896,77.062741,"Ellackkal, Kunjithani",Kerala,Debris,Slide,0,
9.991896,77.062741,"Ellackkal, Kunjithani",Kerala,Debris,Slide,0,
9.992094,77.012662,Selliampara,Kerala,Debris,Slide,0,
9.992198,77.081172,Kochupu,Kerala,Debris,Flow,0,
9.992198,77.081172,Kochupu,Kerala,Debris,Flow,0,
9.992667,76.986522,Naikkunnu,Kerala,Debris,Flow,0,
9.992719,76.574842,Vellurkunnam slide,Kerala,Debris,Subsidence,0,
9.992798,77.180848,Kulapparachal,Kerala,Debris,Flow,0,
9.992937,77.177521,Muduvakkudi-I,Kerala,Debris,Flow,0,
9.993229,76.990911,Naikkunnu,Kerala,Debris,Slide,0,
9.993815,77.01363,Selliampara,Kerala,Debris,Slide,0,
9.994212,77.062555,Ellackkal,Kerala,Debris,Flow,0,
9.994212,77.062555,Ellackkal,Kerala,Debris,Flow,0,
9.994679,77.062914,Ellackkal,Kerala,Debris,Slide,0,
9.994679,77.062914,Ellackkal,Kerala,Debris,Slide,0,
9.994788,77.061374,"Ellackkal, Kunjithani",Kerala,Debris,Flow,2018,
9.994788,77.061374,"Ellackkal, Kunjithani",Kerala,Debris,Flow,1989,
9.995144,76.895,Thattekanni V,Kerala,Debris,Slide,0,
9.995305,77.033227,Kuthupara,Kerala,Debris,Slide,0,
9.995397,77.043295,Muthuvankudi,Kerala,Debris,Slide,0,
9.995732,77.076817,"Uppar, Bison Valley",Kerala,Debris,Slide,0,
9.995732,77.076817,"Uppar, Bison Valley",Kerala,Debris,Slide,0,
9.995845,77.024741,Selliampara,Kerala,Debris,Slide,0,
9.996097,77.02497,Selliampara,Kerala,Debris,Slide,0,
9.996409,77.078326,"Uppar, Bison Valley",Kerala,Debris,Slide,0,
9.996409,77.078326,"Uppar, Bison Valley",Kerala,Debris,Slide,0,
9.996838,76.857542,Aanakkuzhi,Kerala,Debris,Flow,0,
9.996919,76.8906,Thattekanni IV,Kerala,Debris,Slide,0,
9.99701,76.946049,Chinnaparakkudi,Kerala,Debris,Slide,0,
9.997695,76.944932,Chinnaparakkudi,Kerala,Debris,Slide,0,
9.997778,77.030833,Kuthupara,Kerala,Debris,Flow,0,
9.997868,76.964767,Mukkalekkar,Kerala,Debris,Slide,0,
9.998092,76.888033,Thattekanni III,Kerala,Debris,Flow,0,
9.998155,76.797139,Kottappara,Kerala,Debris,Slide,0,
9.998656,76.832847,Vellallu,Kerala,Debris,Slide,0,
9.998817,76.886592,Thattekanni II,Kerala,Debris,Flow,0,
9.998928,76.942668,Chinnaparakkudi,Kerala,Debris,Slide,0,
9.999,77.17757,Muduvakkudi-II,Kerala,Debris,Flow,0,
9.999035,77.077568,Upparnirappu,Kerala,Debris,Slide,0,
9.999035,77.077568,Upparnirappu,Kerala,Debris,Slide,0,
9.999279,77.026294,Eenchathottipadi,Kerala,Debris,Slide,0,
9.999656,76.883772,Thattekanni I,Kerala,Debris,Slide,0,
9.999803,77.063092,Ellaickal,Kerala,Debris,Flow,0,
9.999803,77.063092,Ellaickal,Kerala,Debris,Flow,0,
9.999987,76.801134,Kottappara II,Kerala,Debris,Slide,0,
10,77.17004,Vathukappu - V,Kerala,Debris,Flow,0,
10,76.99,Aanakkulam,Kerala,Debris,Slide,2018,
10,76.99,Aanakkulam,Kerala,Debris,Slide,2018,
10,76.98,Thalumkandam,Kerala,Debris,Flow,0,
10,76.98,Thalumkandam,Kerala,Debris,Slide,2018,
10,77.13,Thalumkandam,Kerala,Debris,Slide,0,
10,77.16,Mankulam,Kerala,Debris,Slide,0,
10,77.16,Mankulam,Kerala,Debris,Slide,0,
10,77.22,Aaram mile,Kerala,Debris,Slide,0,
10,77.22,Aaram mile,Kerala,Debris,Slide,2018,
10,77.23,Chikkanad kudi,Kerala,Debris,Slide,0,
10,77.02,Thalumkandam,Kerala,Debris,Slide,2018,
10,77.05,Mankulam,Kerala,Debris,Slide,2018,
10.000277,76.992769,Odakkacity,Kerala,Debris,Slide,0,
10.000428,77.116176,BisonValley,Kerala,Debris,Flow,0,
10.000428,77.116176,BisonValley,Kerala,Debris,Flow,0,
10.00053,77.00944,Maankadavu,Kerala,Debris,Slide,0,
10.000597,76.843245,Edathana II,Kerala,Debris,Slide,0,
10.000635,76.844468,Edathana III,Kerala,Debris,Slide,0,
10.000674,77.062669,Ellaickal,Kerala,Debris,Slide,0,
10.000674,77.062669,Ellaickal,Kerala,Debris,Slide,0,
10.000707,77.113543,"40 acre, Bison Valley",Kerala,Debris,Flow,0,
10.000707,77.113543,"40 acre, Bison Valley",Kerala,Debris,Flow,0,
10.000774,77.007892,Maankadavu,Kerala,Debris,Slide,0,
10.001,77.1708,Vathukappu - IV,Kerala,Debris,Flow,0,
10.001608,76.959035,Mukkalekkar,Kerala,Debris,Slide,0,
10.001637,76.833383,Kummayakkulambu,Kerala,Debris,Flow,0,
10.0018,77.011628,Maankadavu,Kerala,Debris,Slide,0,
10.002123,76.832146,Kummayakkulambu II,Kerala,Debris,Slide,0,
10.002639,77.119537,"40 acre, Bison Valley",Kerala,Debris,Flow,0,
10.002639,77.119537,"40 acre, Bison Valley",Kerala,Debris,Flow,0,
10.00267,76.999222,Maankadavu,Kerala,Debris,Slide,0,
10.002694,76.998237,Odakkacity,Kerala,Debris,Slide,0,
10.003116,76.830646,Kummayakkulambu III,Kerala,Debris,Slide,0,
10.003561,76.846591,Edathana,Kerala,Debris,Slide,0,
10.003583,77.097472,Josegiri,Kerala,Debris,Flow,0,
10.003583,77.097472,Josegiri,Kerala,Debris,Flow,0,
10.00388,76.854317,Aenithazham,Kerala,Debris,Flow,0,
10.00441,76.812349,Mullaringadu II,Kerala,Debris,Slide,0,
10.004935,76.812215,Mullaringadu,Kerala,Debris,Slide,0,
10.004959,76.827638,Vannapuram,Kerala,Debris,Subsidence,0,
10.005137,77.064539,Kunjithanni,Kerala,Debris,Flow,0,
10.005137,77.064539,Kunjithanni,Kerala,Debris,Flow,0,
10.005235,76.996611,Mandalamkunnu,Kerala,Debris,Flow,0,
10.005377,76.992508,Odakkacity,Kerala,Debris,Flow,0,
10.005418,76.991651,Odakkacity,Kerala,Debris,Subsidence,0,
10.007057,76.925216,Thalathorappan,Kerala,Debris,Flow,0,
10.007682,76.822382,Vellakkayam,Kerala,Debris,Flow,0,
10.007979,76.934532,S P Kudi,Kerala,Debris,Slide,0,
10.008157,76.934999,S P Kudi,Kerala,Debris,Slide,0,
10.008292,76.821519,Vellakkayam II,Kerala,Debris,Flow,0,
10.008478,76.932793,S P Kudi,Kerala,Debris,Slide,0,
10.009722,76.816667,Mullaringadu,Kerala,Debris,Flow,0,
10.01,77.06,Thalumkandam,Kerala,Debris,Slide,0,
10.01,76.98,Near Pallivasal,Kerala,Debris,Slide,2008,
10.01,76.98,Chithirapuram,Kerala,Debris,Slide,2018,
10.01,76.93,Aanakkulam,Kerala,Debris,Slide,2019,
10.01,76.92,Aanakkulam,Kerala,Debris,Slide,2019,
10.01,76.95,Aanakkulam,Kerala,Debris,Slide,2016,
10.01,76.96,Chithirapuram,Kerala,Debris,Slide,2018,
10.01,76.96,Thalumkandam,Kerala,Debris,Slide,2018,
10.01,76.96,Thalumkandam,Kerala,Debris,Slide,2018,
10.01,76.96,Mankulam,Kerala,Debris,Slide,2018,
10.01,77.01,Thalumkandam,Kerala,Debris,Slide,0,
10.01,77.09,Aanachal,Kerala,Debris,Slide,2018,
10.01,77.07,Chithirapuram,Kerala,Debris,Slide,0,
10.01,77.16,Thalumkandam,Kerala,Debris,Slide,2018,
10.01,77.17,Perumbamkoottu,Kerala,Debris,Slide,0,
10.01,77.01,Near Pallivasal,Kerala,Debris,Slide,2019,
10.01,77.01,Chithirapuram,Kerala,Debris,Slide,2018,
10.01,77.03,Thalumkandam,Kerala,Debris,Slide,2018,
10.011132,76.965759,Munithand,Kerala,Debris,Slide,0,
10.011209,77.00884,"Viyyat Power Ltd., Iruttukanam",Kerala,Debris,Slide,0,
10.011229,77.008421,"Viyyat Power Ltd., Iruttukanam",Kerala,Debris,Slide,0,
10.011409,76.979942,Koompanpara,Kerala,Debris,Slide,0,
10.011485,76.964065,Munithand,Kerala,Debris,Slide,0,
10.011778,76.98086389,,Kerala,Soil,Slide,,
10.011862,76.964605,Adimali Library Road,Kerala,Debris,Slide,0,
10.011894,76.965253,Adimali Library Road,Kerala,Soil,Slide,0,
10.011908,76.964396,Adimali Library Road,Kerala,Debris,Slide,0,
10.011914,76.964861,Adimali Library Road,Kerala,Debris,Slide,0,
10.012191,76.980621,Koompanpara,Kerala,Debris,Flow,0,
10.012345,76.980586,Koompanpara,Kerala,Debris,Slide,0,
10.012398,76.98231,Koompanpara,Kerala,Debris,Slide,0,
10.013121,76.982378,Koompanpara,Kerala,Debris,Flow,0,
10.013351,76.960455,Adimali,Kerala,Debris,Slide,0,
10.013917,77.082167,Josegiri,Kerala,Debris,Flow,2018,
10.013917,77.082167,Josegiri,Kerala,Debris,Flow,2002,
10.013924,76.964344,Palachuvadu,Kerala,Debris,Slide,0,
10.015845,76.984857,Koompanpara,Kerala,Debris,Slide,0,
10.015962,76.983426,Koompanpara,Kerala,Debris,Flow,0,
10.016105,77.052197,Kunjithanni,Kerala,Debris,Slide,0,
10.016105,77.052197,Kunjithanni,Kerala,Debris,Slide,0,
10.016361,77.086639,Josegiri,Kerala,Debris,Flow,0,
10.016361,77.086639,Josegiri,Kerala,Debris,Flow,0,
10.0172,76.9891,Anaviratty,Kerala,Soil,Slide,0,
10.017242,76.997651,Anaviratty,Kerala,Debris,Slide,0,
10.017266,76.984647,Anaviratty,Kerala,Debris,Flow,0,
10.017426,77.00006,Anaviratty,Kerala,Debris,Flow,0,
10.0176,77.0472,Eetticity,Kerala,Debris,Slide,0,
10.017696,76.99438,Anaviratty,Kerala,Soil,Slide,0,
10.01781,76.99491,Anaviratty,Kerala,Debris,Slide,0,
10.01805,76.995549,Anaviratty,Kerala,Debris,Slide,0,
10.018075,77.016862,Ambazhachal-Kunjithanni,Kerala,Debris,Flow,0,
10.018075,77.016862,Ambazhachal-Kunjithanni,Kerala,Debris,Flow,0,
10.018154,77.009831,60th Mile,Kerala,Debris,Slide,0,
10.0187,77.259219,,Kerala,Debris,Slide,0,
10.0191,77.0162,Ambazhachal,Kerala,Soil,Slide,0,
10.019424,76.991062,Kurushumpadi,Kerala,Rock,Flow,0,
10.019722,77.265664,,Tamil Nadu,Debris,Slide,0,
10.02,77.05,Aaram mile,Kerala,Debris,Slide,0,
10.02,77.06,Chikkanad kudi,Kerala,Debris,Slide,0,
10.02,76.96,Aaram mile,Kerala,Debris,Slide,2018,
10.02,76.96,Aaram mile,Kerala,Debris,Slide,2018,
10.02,76.97,Chikkanad kudi,Kerala,Debris,Slide,2019,
10.02,76.98,Parakudi,Kerala,Debris,Slide,2018,
10.02,77.06,Seval kudi,Kerala,Debris,Slide,0,
10.02,77.01,Aanakkulam,Kerala,Debris,Slide,2019,
10.02,77.06,Mankulam,Kerala,Debris,Slide,0,
10.02,76.96,Aaram mile,Kerala,Debris,Slide,2018,
