Latitude,Longitude,Slide_Name,State,Material Involved,Movement Type,Initiation_Year,History_date
10.15021,77.082094,Munnar-Udumal pett road 8th mile,Kerala,Debris,Slide,0,
10.152672,77.112599,Tata Eucalyptus Plantation,Kerala,Debris,Slide,0,
10.152672,77.112599,Tata Eucalyptus Plantation,Kerala,Debris,Slide,0,
10.16,76.91,Aanakkulam,Kerala,Debris,Slide,2019,
10.16,77.08,Parakudi,Kerala,Debris,Slide,0,
10.16,77.08,Aanachal,Kerala,Debris,Slide,0,
10.16,77.18,Mankulam,Kerala,Debris,Slide,0,
10.16,77.11,Aanakkulam,Kerala,Debris,Slide,2019,
10.16,77.11,Near Pallivasal,Kerala,Debris,Slide,2010,
10.16,77.1,Chithirapuram,Kerala,Debris,Slide,2019,
10.16,77.1,Thalumkandam,Kerala,Debris,Slide,0,
10.165603,76.75545,"Pooyamkutty-Kuttampuzha road cut
slope failure",Kerala,Soil,Slide,0,
10.166275,77.363056,,Tamil Nadu,Soil,Slide,0,
10.17,76.92,Aanakkulam,Kerala,Debris,Slide,0,
10.17,76.75,Thalumkandam,Kerala,Debris,Slide,2018,
10.17,77.1,Mankulam,Kerala,Debris,Slide,0,
10.17,77.25,Seval kudi,Kerala,Debris,Slide,0,
10.17,77.25,Aaram mile,Kerala,Debris,Slide,0,
10.17,77.25,Aaram mile,Kerala,Debris,Slide,0,
10.17,77,Aaram mile,Kerala,Debris,Slide,0,
10.17,77.02,Near Pallivasal,Kerala,Debris,Slide,0,
10.17,77.1,Thalumkandam,Kerala,Debris,Slide,0,
10.173418,77.128062,Kilparattu lower Division,Kerala,Debris,Flow,0,
10.173418,77.128062,Kilparattu lower Division,Kerala,Debris,Flow,0,
10.177358,77.387694,,Tamil Nadu,Soil,Slide,0,
10.178886,77.258451,Vattavada,Kerala,Debris,Slide,0,
10.178886,77.258451,Vattavada,Kerala,Debris,Slide,0,
10.18,77.11,Mankulam,Kerala,Debris,Slide,0,
10.18,77.24,Mankulam,Kerala,Debris,Slide,0,
10.18,77.25,Perumbamkoottu,Kerala,Debris,Slide,0,
10.18,76.99,Seval kudi,Kerala,Debris,Flow,0,
10.18,77.19,Seval kudi,Kerala,Debris,Slide,0,
10.18,77.11,Parakudi,Kerala,Soil,Subsidence,0,
10.18,77.12,Aanachal,Kerala,Soil,Subsidence,2018,
10.182786,77.108874,"Near Vagavurai estate, Lakkam division",Kerala,Debris,Slide,0,
10.182786,77.108874,"Near Vagavurai estate, Lakkam division",Kerala,Debris,Slide,0,
10.182917,77.109595,"Near Vagavurai estate, Lakkam division",Kerala,Debris,Slide,0,
10.182917,77.109595,"Near Vagavurai estate, Lakkam division",Kerala,Debris,Slide,0,
10.19,77.11,Perumbamkoottu,Kerala,Debris,Slide,0,
10.19,77.27,Thalumkandam,Kerala,Debris,Flow,0,
10.19,77.24,Mankulam,Kerala,Debris,Slide,0,
10.19,76.69,Seval kudi,Kerala,Debris,Slide,0,
10.19,76.97,Aanakkulam,Kerala,Debris,Slide,2019,
10.191944,77.333889,,Tamil Nadu,Debris,Slide,0,
10.19375,77.320056,,Tamil Nadu,Debris,Slide,0,
10.197261,77.660056,,Tamil Nadu,Debris,Slide,0,
10.199722,77.314528,,Tamil Nadu,Debris,Slide,0,
10.2,77.12,Thalumkandam,Kerala,Debris,Slide,0,
10.2,77.13,Mankulam,Kerala,Debris,Slide,0,
10.2,77.12,Mankulam,Kerala,Rock,Slide,0,
10.2,77.25,Aanakkulam,Kerala,Debris,Slide,2019,
10.2,77.24,Chithirapuram,Kerala,Rock,Slide,0,
10.2,77.26,Chikkanad kudi,Kerala,Debris,Slide,0,
10.2,76.71,Aanachal,Kerala,Debris,Flow,0,
10.2,76.71,Aaram mile,Kerala,Debris,Flow,0,
10.200222,77.31475,,Tamil Nadu,Soil,Slide,0,
10.20375,77.650556,,Tamil Nadu,Debris,Slide,0,
10.205333,77.347556,,Tamil Nadu,Debris,Slide,0,
10.20825,77.645306,,Tamil Nadu,Debris,Slide,0,
10.21,77.19,Aanakkulam,Kerala,Debris,Slide,0,
10.21,77.25,Aanakkulam,Kerala,Debris,Slide,0,
10.21,77.24,Near Pallivasal,Kerala,Debris,Slide,0,
10.210583,77.638222,,Tamil Nadu,Debris,Slide,0,
10.21225,77.372311,,Tamil Nadu,Debris,Slide,0,
10.212639,77.634417,,Tamil Nadu,Debris,Slide,0,
10.213778,77.631111,,Tamil Nadu,Rock,Slide,0,
10.216639,77.356167,,Tamil Nadu,Debris,Slide,0,
10.218472,77.631167,,Tamil Nadu,Rock,Slide,0,
10.219,77.483833,,Tamil Nadu,Debris,Slide,0,
10.219111,77.355722,,Tamil Nadu,Debris,Slide,0,
10.219444,77.348889,,Tamil Nadu,Soil,Slide,0,
10.22,77.24,Aanakkulam,Kerala,Debris,Slide,0,
10.220333,77.3565,,Tamil Nadu,Debris,Slide,0,
10.220444,77.357806,,Tamil Nadu,Debris,Slide,0,
10.220556,77.349722,,Tamil Nadu,Soil,Slide,0,
10.220836,77.483703,,Tamil Nadu,Debris,Slide,0,
10.22095,77.48355,,Tamil Nadu,Debris,Slide,0,
10.221917,77.482989,,Tamil Nadu,Debris,Slide,0,
10.223278,77.632722,,Tamil Nadu,Soil,Slide,0,
10.226694,77.561167,,Tamil Nadu,Debris,Slide,0,
10.228528,77.636694,,Tamil Nadu,Debris,Slide,0,
10.23,77.2,Aanakkulam,Kerala,Debris,Slide,2019,
10.23,77.2,Aanakkulam,Kerala,Debris,Slide,0,
10.23,76.94,Aanakkulam,Kerala,Debris,Flow,0,
10.23,76.94,Aanakkulam,Kerala,Debris,Flow,0,
10.230444,77.640361,,Tamil Nadu,Soil,Slide,0,
10.231833,77.642778,,Tamil Nadu,Debris,Slide,0,
10.231861,77.350194,,Tamil Nadu,Soil,Slide,0,
10.231972,77.644389,,Tamil Nadu,Debris,Slide,0,
10.233333,77.640444,,Tamil Nadu,Soil,Slide,0,
10.233778,77.565056,,Tamil Nadu,Debris,Slide,0,
10.235917,77.509972,,Tamil Nadu,Debris,Slide,0,
10.236556,77.512194,,Tamil Nadu,Soil,Slide,0,
10.236778,77.640111,,Tamil Nadu,Soil,Slide,0,
10.237,77.554806,,Tamil Nadu,Debris,Slide,0,
10.238875,77.523114,,Tamil Nadu,Debris,Slide,0,
10.2389,77.4958,,Tamil Nadu,Soil,Slide,,
10.239389,77.350889,,Tamil Nadu,Debris,Slide,0,
10.239417,77.519611,,Tamil Nadu,Soil,Slide,0,
10.239444,77.519972,,Tamil Nadu,Soil,Slide,0,
10.240167,77.37825,,Tamil Nadu,Soil,Slide,0,
10.240769,77.5049,,Tamil Nadu,Debris,Slide,0,
10.240806,77.366222,,Tamil Nadu,Soil,Slide,0,
10.241139,77.528889,,Tamil Nadu,Debris,Slide,0,
10.241372,77.504561,,Tamil Nadu,Debris,Slide,0,
10.241861,77.527833,,Tamil Nadu,Debris,Slide,0,
10.242028,77.527361,,Tamil Nadu,Debris,Slide,0,
10.2422,77.5237,,Tamil Nadu,Soil,Slide,,
10.243444,77.33425,,Tamil Nadu,Soil,Slide,0,
10.245033,77.643522,,Tamil Nadu,Soil,Slide,0,
10.246278,77.557194,,Tamil Nadu,Debris,Slide,0,
10.246556,77.556861,,Tamil Nadu,Debris,Slide,0,
10.246922,76.477153,Ayyampuzha slide 2,Kerala,Rock,Flow,0,
10.248917,77.52025,,Tamil Nadu,Soil,Slide,0,
10.249,77.49075,,Tamil Nadu,Debris,Slide,0,
10.249417,77.490833,,Tamil Nadu,Debris,Slide,0,
10.249722,77.333611,,Tamil Nadu,Debris,Slide,0,
10.249944,77.491806,,Tamil Nadu,Debris,Slide,0,
10.25,77.21,Seval kudi,Kerala,Debris,Slide,2019,
10.250417,77.188778,,Kerala,Rock,Fall,0,
10.250556,77.412556,,Tamil Nadu,Soil,Slide,0,
10.251528,77.187472,,Kerala,Rock,Fall,0,
10.251778,77.32975,,Tamil Nadu,Soil,Slide,0,
10.252194,77.187583,,Kerala,Rock,Fall,0,
10.252222,77.333056,,Tamil Nadu,Rock,Slide,0,
10.252306,77.522833,,Tamil Nadu,Soil,Slide,0,
10.253,77.194667,,Kerala,Rock,Fall,0,
10.253194,77.187083,,Kerala,Debris,Slide,0,
10.253611,77.524139,,Tamil Nadu,Debris,Slide,0,
10.253694,77.175222,,Kerala,Rock,Fall,0,
10.254028,77.5245,,Tamil Nadu,Debris,Slide,0,
10.254944,77.186528,,Kerala,Debris,Slide,0,
10.255056,77.528611,,Tamil Nadu,Debris,Slide,0,
10.255194,77.483361,,Tamil Nadu,Debris,Slide,0,
10.255556,77.177972,,Kerala,Rock,Fall,0,
10.256417,77.332389,,Tamil Nadu,Debris,Slide,0,
10.256639,77.531139,,Tamil Nadu,Rock,Fall,0,
10.257167,77.185639,,Kerala,Rock,Fall,0,
10.257556,77.531556,,Tamil Nadu,Soil,Slide,0,
10.257667,77.491278,,Tamil Nadu,Debris,Fall,0,
10.257889,77.373028,,Tamil Nadu,Soil,Slide,0,
10.257944,77.492139,,Tamil Nadu,Debris,Slide,0,
10.258028,77.491778,,Tamil Nadu,Debris,Slide,0,
10.258056,77.3315,,Tamil Nadu,Debris,Slide,0,
10.258571,77.4924049,,Tamil Nadu,Soil,Slide,,
10.258611,77.4875277,,Tamil Nadu,Soil,Slide,,
10.25925,77.492361,,Tamil Nadu,Debris,Fall,0,
10.259694,77.492667,,Tamil Nadu,Debris,Slide,0,
10.260194,77.405333,,Tamil Nadu,Debris,Slide,0,
10.260222,77.535278,,Tamil Nadu,Soil,Slide,0,
10.260444,77.554889,,Tamil Nadu,Soil,Slide,0,
10.2612,76.9346,,Tamil Nadu,Debris,Slide,0,
10.261444,77.552639,,Tamil Nadu,Debris,Slide,0,
10.261444,77.493444,,Tamil Nadu,Debris,Slide,0,
10.261667,77.554083,,Tamil Nadu,Soil,Slide,0,
10.262289,77.4889793,,Tamil Nadu,Soil,Slide,,
10.262583,77.537194,,Tamil Nadu,Soil,Slide,0,
10.262667,77.547083,,Tamil Nadu,Soil,Slide,0,
10.263667,77.404222,,Tamil Nadu,Debris,Fall,0,
10.263833,77.494028,,Tamil Nadu,Debris,Slide,0,
10.264333,77.535667,,Tamil Nadu,Debris,Slide,0,
10.264361,77.493889,,Tamil Nadu,Debris,Slide,0,
10.264667,77.193472,,Kerala,Rock,Slide,0,
10.265444,77.493889,,Tamil Nadu,Debris,Slide,0,
10.265639,77.494028,,Tamil Nadu,Debris,Slide,0,
10.265722,77.194417,,Kerala,Rock,Slide,0,
10.26608,77.49361,,Tamil Nadu,Soil,Slide,,
10.26625,77.152028,,Kerala,Debris,Slide,0,
10.266472,77.534917,,Tamil Nadu,Soil,Slide,0,
10.266572,77.535944,,Tamil Nadu,Debris,Slide,0,
10.266861,77.126333,,Kerala,Rock,Slide,0,
10.267333,77.280389,,Tamil Nadu,Rock,Slide,0,
10.26815,77.4944,,Tamil Nadu,Soil,Slide,,
10.268417,77.558611,,Tamil Nadu,Soil,Slide,0,
10.269194,77.128639,,Kerala,Rock,Slide,0,
10.269278,77.554333,,Tamil Nadu,Debris,Slide,0,
10.269969,76.967114,,Tamil Nadu,Soil,Slide,0,
10.269972,77.4945,,Tamil Nadu,Rock,Fall,0,
10.2703,77.4503,,Tamil Nadu,Soil,Slide,,
10.270361,77.135278,,Kerala,Rock,Slide,0,
10.270417,77.451417,,Tamil Nadu,Debris,Slide,0,
10.270417,77.495639,,Tamil Nadu,Rock,Fall,0,
10.270444,77.396361,,Tamil Nadu,Debris,Slide,0,
10.2718,76.896231,,Tamil Nadu,Soil,Slide,0,
10.271972,77.45325,,Tamil Nadu,Debris,Slide,0,
10.272111,77.396389,,Tamil Nadu,Debris,Slide,0,
10.272192,77.4808806,,Tamil Nadu,Soil,Slide,,
10.272297,76.9226,,Tamil Nadu,Soil,Slide,0,
10.272486,76.976197,,Tamil Nadu,Soil,Slide,0,
10.2725,77.498194,,Tamil Nadu,Rock,Fall,0,
10.272556,77.560667,,Tamil Nadu,Soil,Slide,0,
10.272675,76.974933,,Tamil Nadu,Soil,Slide,0,
10.27275,77.572278,,Tamil Nadu,Soil,Slide,0,
10.272758,76.980692,,Tamil Nadu,Debris,Slide,0,
10.272861,77.454472,,Tamil Nadu,Debris,Slide,0,
10.273417,77.533861,,Tamil Nadu,Debris,Slide,0,
10.274317,76.974889,,Tamil Nadu,Soil,Slide,0,
10.274667,77.395944,,Tamil Nadu,Debris,Slide,0,
10.274778,77.3935,,Tamil Nadu,Debris,Slide,0,
10.274917,77.567694,,Tamil Nadu,Debris,Slide,0,
10.275,77.56625,,Tamil Nadu,Debris,Slide,0,
10.275083,77.138472,,Kerala,Rock,Slide,0,
10.275444,77.395889,,Tamil Nadu,Debris,Slide,0,
10.275511,76.924528,,Tamil Nadu,Debris,Slide,0,
10.275833,77.55975,,Tamil Nadu,Soil,Slide,0,
10.275972,77.533528,,Tamil Nadu,Debris,Slide,0,
10.276083,77.150333,,Kerala,Rock,Slide,0,
10.276111,77.144667,,Kerala,Rock,Slide,0,
10.277056,77.449389,,Tamil Nadu,Debris,Slide,0,
10.277167,77.471444,,Tamil Nadu,Debris,Slide,0,
10.277639,77.467361,,Tamil Nadu,Rock,Slide,0,
10.277736,76.978353,,Tamil Nadu,Soil,Slide,0,
10.277889,77.155861,,Kerala,Rock,Slide,0,
10.278056,77.149278,,Kerala,Rock,Slide,0,
10.278472,77.142111,,Kerala,Rock,Slide,0,
10.278611,77.565778,,Tamil Nadu,Debris,Slide,0,
10.279656,77.7847,,Tamil Nadu,Debris,Slide,0,
10.280017,76.864919,,Tamil Nadu,Soil,Slide,0,
10.280178,76.977636,,Tamil Nadu,Soil,Slide,0,
10.281278,77.449222,,Tamil Nadu,Rock,Fall,0,
10.281333,77.448889,,Tamil Nadu,Debris,Slide,0,
10.281583,77.533722,,Tamil Nadu,Debris,Slide,0,
10.281583,77.449,,Tamil Nadu,Debris,Slide,0,
10.282194,77.45125,,Tamil Nadu,Debris,Slide,0,
10.282361,77.16725,,Kerala,Debris,Slide,0,
10.283389,77.165278,,Kerala,Rock,Slide,0,
10.28375,77.165528,,Kerala,Rock,Slide,0,
10.283972,77.015556,,Tamil Nadu,Debris,Slide,0,
10.284361,77.456,,Tamil Nadu,Debris,Slide,0,
10.284389,77.166139,,Kerala,Rock,Slide,0,
10.284806,77.361944,,Tamil Nadu,Soil,Slide,0,
10.285694,77.3765,,Tamil Nadu,Soil,Slide,0,
10.285833,77.376694,,Tamil Nadu,Rock,Slide,0,
10.285889,77.3945,,Tamil Nadu,Debris,Slide,0,
10.286,77.457444,,Tamil Nadu,Debris,Slide,0,
10.286206,76.484781,Ayyampuzha slide 1,Kerala,Debris,Flow,0,
10.286917,77.396306,,Tamil Nadu,Rock,Slide,0,
10.287006,77.530047,,Tamil Nadu,Debris,Slide,0,
10.287306,77.009028,,Tamil Nadu,Debris,Slide,0,
10.287333,77.007722,,Tamil Nadu,Debris,Slide,0,
10.287556,77.009583,,Tamil Nadu,Debris,Slide,0,
10.287722,77.009139,,Tamil Nadu,Debris,Slide,0,
10.288083,77.398389,,Tamil Nadu,Debris,Slide,0,
10.28825,77.001222,,Tamil Nadu,Debris,Topple,0,
10.288333,77,,Tamil Nadu,Debris,Slide,0,
10.288408,76.841694,,Tamil Nadu,Soil,Slide,0,
10.288528,77.00225,,Tamil Nadu,Debris,Topple,0,
10.288611,77.171861,,Kerala,Rock,Slide,0,
10.288778,77.009417,,Tamil Nadu,Debris,Slide,0,
10.288833,77.005333,,Tamil Nadu,Debris,Slide,0,
10.288889,77.002833,,Tamil Nadu,Debris,Slide,0,
10.289111,77.005889,,Tamil Nadu,Debris,Slide,0,
10.289417,77.173639,,Kerala,Rock,Slide,0,
10.289806,77.1745,,Kerala,Rock,Slide,0,
10.290103,76.986164,,Tamil Nadu,Soil,Slide,0,
10.290111,77.175333,,Kerala,Rock,Fall,0,
10.290353,76.677881,Tavalakuzhi para slide 1,Kerala,Debris,Slide,0,
10.290389,76.674694,Tavalakuzhi para slide 2,Kerala,Debris,Slide,0,
10.290417,77.008611,,Tamil Nadu,Debris,Slide,0,
10.290756,77.77765,,Tamil Nadu,Debris,Slide,0,
10.290861,77.008639,,Tamil Nadu,Rock,Slide,0,
10.291667,77.012639,,Tamil Nadu,Debris,Slide,0,
10.291833,77.177139,,Kerala,Rock,Slide,0,
10.293278,77.17825,,Kerala,Rock,Slide,0,
10.293314,76.876094,,Tamil Nadu,Soil,Slide,0,
10.293461,76.840075,Chalakudy-Malakkapara road slide,Kerala,Debris,Slide,0,
10.293639,77.178417,,Kerala,Rock,Slide,0,
10.293864,77.776428,,Tamil Nadu,Debris,Slide,0,
10.293944,77.152333,,Kerala,Rock,Fall,0,
10.294189,77.548397,,Tamil Nadu,Rock,Topple,0,
10.294911,77.774781,,Tamil Nadu,Debris,Slide,0,
10.295222,77.179944,,Kerala,Rock,Slide,0,
10.295556,77.017306,,Tamil Nadu,Debris,Slide,0,
10.296417,77.017333,,Tamil Nadu,Rock,Slide,0,
10.297194,77.181306,,Kerala,Rock,Slide,0,
10.297458,76.968019,,Tamil Nadu,Debris,Slide,0,
10.297958,76.826036,Chalakudy-Malakkapara road slide 10,Kerala,Debris,Slide,0,
10.298056,77.019083,,Tamil Nadu,Rock,Slide,0,
10.298472,76.458306,Chattukayyintara  Slide 2,Kerala,Rock,Flow,0,
10.298947,76.832175,Chalakudy-Malakkapara road slide 2,Kerala,Debris,Slide,0,
10.299047,77.55115,,Tamil Nadu,Debris,Slide,0,
10.299242,76.831867,Chalakudy-Malakkapara road slide 3,Kerala,Debris,Slide,0,
10.299583,77.197306,,Kerala,Rock,Slide,0,
10.29965,77.551875,,Tamil Nadu,Debris,Slide,0,
10.299944,77.182667,,Kerala,Rock,Slide,0,
10.300208,76.944544,,Tamil Nadu,Soil,Slide,0,
10.300283,76.946444,,Tamil Nadu,Debris,Slide,0,
10.300331,77.768722,,Tamil Nadu,Debris,Slide,0,
10.300531,76.829131,Chalakudy-Malakkapara road slide 11,Kerala,Debris,Slide,0,
10.300608,77.769753,,Tamil Nadu,Debris,Slide,0,
10.301,77.020722,,Tamil Nadu,Debris,Slide,0,
10.301111,77.020861,,Tamil Nadu,Debris,Slide,0,
10.301278,76.949597,,Tamil Nadu,Rock,Fall,0,
10.301333,76.419556,Konnakuzhy  Slide,Kerala,Rock,Flow,0,
10.301378,76.443125,Chattukayyintara  Slide,Kerala,Debris,Flow,0,
10.301383,76.783394,Chalakudy-Malakkapara road slide 9,Kerala,Debris,Slide,0,
10.301614,76.783903,,Tamil Nadu,Rock,Topple,0,
10.301622,76.493058,Vadakkayam slide,Kerala,Debris,Flow,0,
10.301875,76.751358,Chalakudy-Malakkapara road slide 7,Kerala,Debris,Slide,0,
10.302417,77.181889,,Kerala,Rock,Slide,0,
10.302667,77.712683,,Tamil Nadu,Soil,Slide,0,
10.302903,76.757969,Chalakudy-Malakkapara road slide 8,Kerala,Debris,Slide,0,
10.302983,77.757842,,Tamil Nadu,Debris,Slide,0,
10.303325,76.579431,Charpa slide,Kerala,Debris,Slide,0,
10.30335,77.763042,,Tamil Nadu,Debris,Slide,0,
10.303481,76.705925,Anakkayam Cutslope failure,Kerala,Debris,Slide,0,
10.30375,76.433897,Konnakuzhy  Slide 2,Kerala,Rock,Flow,0,
10.304078,76.867225,,Tamil Nadu,Rock,Slide,0,
10.304292,76.86725,,Tamil Nadu,Soil,Slide,0,
10.3056,76.8584,,Tamil Nadu,Debris,Slide,0,
10.305733,76.745436,Chalakudy-Malakkapara road slide 4,Kerala,Debris,Slide,0,
10.305747,76.943708,,Tamil Nadu,Soil,Slide,0,
10.306119,76.744978,Chalakudy-Malakkapara road slide 5,Kerala,Debris,Slide,0,
10.306172,77.554861,,Tamil Nadu,Soil,Slide,0,
10.306778,76.744869,Chalakudy-Malakkapara road slide 6,Kerala,Debris,Slide,0,
10.307453,76.720789,Ambalapara slide,Kerala,Debris,Flow,0,
10.307786,76.947572,,Tamil Nadu,Soil,Slide,0,
10.308175,76.625056,Charpa slide 2,Kerala,Debris,Slide,0,
10.308794,76.722217,Anakkayam slide 3,Kerala,Debris,Slide,0,
10.309331,76.978678,,Tamil Nadu,Debris,Slide,0,
10.309508,76.910206,,Tamil Nadu,Debris,Slide,0,
10.309697,76.706328,Anakkayam slide,Kerala,Debris,Flow,0,
10.309886,76.897606,,Tamil Nadu,Debris,Slide,0,
10.310044,77.562853,,Tamil Nadu,Soil,Slide,0,
10.311542,77.566256,,Tamil Nadu,Debris,Slide,0,
10.312428,76.73735,Ambalapara Debris flow,Kerala,Debris,Flow,0,
10.312467,76.717233,Anakkayam slide 2,Kerala,Debris,Flow,0,
10.312653,76.982281,,Tamil Nadu,Debris,Slide,0,
10.31375,77.192167,,Kerala,Rock,Fall,0,
10.313836,76.892428,,Tamil Nadu,Soil,Slide,0,
10.313947,76.892933,,Tamil Nadu,Debris,Slide,0,
10.314283,76.979111,,Tamil Nadu,Soil,Slide,0,
10.314319,76.633278,Peringalkuthu dam slide,Kerala,Debris,Slide,0,
10.314694,76.893206,,Tamil Nadu,Debris,Slide,0,
10.315097,76.7335,KSEB Dam slide,Kerala,Debris,Flow,0,
10.315139,77.196389,,Kerala,Rock,Fall,0,
10.315153,76.893475,,Tamil Nadu,Soil,Slide,0,
10.31525,77.566206,,Tamil Nadu,Debris,Slide,0,
10.315453,77.577625,,Tamil Nadu,Debris,Slide,0,
10.316919,76.897617,,Tamil Nadu,Soil,Slide,0,
10.317633,77.565611,,Tamil Nadu,Debris,Slide,0,
10.318242,77.565142,,Tamil Nadu,Debris,Slide,0,
10.319008,76.981919,,Tamil Nadu,Soil,Slide,0,
10.320264,77.559425,,Tamil Nadu,Debris,Slide,0,
10.320331,76.844325,,Tamil Nadu,Soil,Slide,0,
10.320611,76.466183,Vettukuzhy  Slide,Kerala,Rock,Flow,0,
10.321139,77.565797,,Tamil Nadu,Debris,Slide,0,
10.322528,77.20825,,Kerala,Rock,Fall,0,
10.32335,76.9826,,Tamil Nadu,Debris,Slide,0,
10.323417,77.566197,,Tamil Nadu,Soil,Slide,0,
10.325528,77.028722,,Tamil Nadu,Debris,Slide,0,
10.326347,76.984431,,Tamil Nadu,Debris,Slide,0,
10.326444,77.031333,,Tamil Nadu,Debris,Slide,0,
10.326639,77.031889,,Tamil Nadu,Debris,Slide,0,
10.327861,77.052111,,Tamil Nadu,Debris,Slide,0,
10.329167,77.036917,,Tamil Nadu,Debris,Slide,0,
10.329381,76.961111,,Tamil Nadu,Debris,Slide,0,
10.329467,76.935039,,Tamil Nadu,Soil,Slide,0,
10.3295,77.037139,,Tamil Nadu,Debris,Slide,0,
10.329806,77.039278,,Tamil Nadu,Debris,Slide,0,
10.329944,77.021972,,Tamil Nadu,Debris,Slide,0,
10.330167,77.041972,,Tamil Nadu,Debris,Slide,0,
10.330444,77.039556,,Tamil Nadu,Debris,Slide,0,
10.331056,77.020361,,Tamil Nadu,Debris,Slide,0,
10.33165,77.563944,,Tamil Nadu,Rock,Slide,0,
10.331694,77.041444,,Tamil Nadu,Debris,Slide,0,
10.331786,76.958731,,Tamil Nadu,Soil,Slide,0,
10.331972,77.047139,,Tamil Nadu,Debris,Slide,0,
10.332,77.039556,,Tamil Nadu,Debris,Slide,0,
10.33225,77.039278,,Tamil Nadu,Debris,Slide,0,
10.332528,77.03975,,Tamil Nadu,Debris,Slide,0,
10.332778,77.0435,,Tamil Nadu,Rock,Topple,0,
10.332833,77.043917,,Tamil Nadu,Debris,Slide,0,
10.332889,77.044333,,Tamil Nadu,Debris,Slide,0,
10.332972,77.043,,Tamil Nadu,Debris,Slide,0,
10.333422,76.9614,,Tamil Nadu,Soil,Slide,0,
10.334858,77.576389,,Tamil Nadu,Soil,Slide,0,
10.335672,76.962867,,Tamil Nadu,Soil,Slide,0,
10.336119,77.578139,,Tamil Nadu,Debris,Slide,0,
10.340708,76.912872,,Tamil Nadu,Soil,Slide,0,
10.340856,77.572733,,Tamil Nadu,Debris,Slide,0,
10.340994,76.911064,,Tamil Nadu,Soil,Slide,0,
10.341633,76.903489,,Tamil Nadu,Soil,Slide,0,
10.342139,76.916631,,Tamil Nadu,Soil,Slide,0,
10.342422,76.916044,,Tamil Nadu,Rock,Slide,0,
10.342442,76.918139,,Tamil Nadu,Debris,Slide,0,
10.342506,76.903153,,Tamil Nadu,Soil,Slide,0,
10.342689,76.918153,,Tamil Nadu,Soil,Slide,0,
10.343769,77.574058,,Tamil Nadu,Debris,Slide,0,
10.346594,77.574575,,Tamil Nadu,Rock,Fall,0,
10.347058,76.454839,Arichankuzhy  Slide,Kerala,Rock,Flow,0,
10.348139,77.781022,,Tamil Nadu,Soil,Slide,0,
10.349056,77.574342,,Tamil Nadu,Soil,Slide,0,
10.3496,76.997897,,Tamil Nadu,Soil,Slide,0,
10.349728,76.375636,Mettipadam Slide,Kerala,Rock,Flow,0,
10.34985,76.934947,,Tamil Nadu,Rock,Fall,0,
10.350047,76.935408,,Tamil Nadu,Soil,Slide,0,
10.350214,76.935136,,Tamil Nadu,Soil,Slide,0,
10.350692,77.778092,,Tamil Nadu,Soil,Slide,0,
10.350936,76.897556,,Tamil Nadu,Soil,Slide,0,
10.35105,76.935903,,Tamil Nadu,Soil,Slide,0,
10.351622,76.898169,,Tamil Nadu,Debris,Slide,0,
10.351717,76.936442,,Tamil Nadu,Debris,Slide,0,
10.351944,76.966111,,Tamil Nadu,Soil,Slide,0,
10.352011,76.936617,,Tamil Nadu,Debris,Slide,0,
10.352294,77.774639,,Tamil Nadu,Debris,Slide,0,
10.352725,77.573764,,Tamil Nadu,Debris,Slide,0,
10.352907,76.819293,Poopara colony slide,Kerala,Debris,Slide,0,
10.352997,76.999106,,Tamil Nadu,Soil,Subsidence,0,
10.353233,77.572361,,Tamil Nadu,Debris,Slide,0,
10.353306,77.185528,,Tamil Nadu,Rock,Slide,0,
10.353361,77.216706,,Tamil Nadu,Rock,Slide,0,
10.354106,77.593025,,Tamil Nadu,Soil,Slide,0,
10.354333,76.972683,,Tamil Nadu,Soil,Slide,0,
10.354714,76.972575,,Tamil Nadu,Soil,Slide,0,
10.354944,76.963183,,Tamil Nadu,Soil,Slide,0,
10.355205,76.811528,Poopara colony slide,Kerala,Debris,Slide,0,
10.355561,76.972572,,Tamil Nadu,Soil,Slide,0,
10.355887,76.819293,Poopara colony slide,Kerala,Debris,Slide,0,
10.356444,76.972536,,Tamil Nadu,Soil,Slide,0,
10.356811,76.960642,,Tamil Nadu,Soil,Slide,0,
10.357117,76.960231,,Tamil Nadu,Soil,Slide,0,
10.358003,77.556419,,Tamil Nadu,Soil,Slide,0,
10.359469,77.769122,,Tamil Nadu,Soil,Slide,0,
10.360361,77.184222,,Tamil Nadu,Rock,Slide,0,
10.360675,76.994706,,Tamil Nadu,Soil,Slide,0,
10.3608,77.528139,,Tamil Nadu,Rock,Slide,0,
10.361656,77.533794,,Tamil Nadu,Debris,Slide,0,
10.361797,77.535025,,Tamil Nadu,Rock,Slide,0,
10.362906,77.529744,,Tamil Nadu,Debris,Slide,0,
10.363356,76.981175,,Tamil Nadu,Soil,Slide,0,
10.363389,76.995825,,Tamil Nadu,Soil,Subsidence,0,
10.363467,77.539144,,Tamil Nadu,Soil,Slide,0,
10.363958,77.757472,,Tamil Nadu,Debris,Slide,0,
10.364092,77.530231,,Tamil Nadu,Debris,Slide,0,
10.364186,77.547044,,Tamil Nadu,Debris,Slide,0,
10.364683,77.539483,,Tamil Nadu,Debris,Slide,0,
10.365706,76.99165,,Tamil Nadu,Soil,Subsidence,0,
10.3659,76.9478,,Tamil Nadu,Debris,Slide,0,
10.3667,76.9515,,Tamil Nadu,Debris,Slide,0,
